window_id,window_start,window_end,window_center,window_W_seconds,window_stride_seconds,Tde_global_p99_ms_all,Tde_count,Tde_mean_ms,Tde_std_ms,Tde_max_ms,Tde_p95_ms,Tde_p99_ms,Tde_q1_ms,Tde_q3_ms,Tde_iqr_ms,Tde_tail_ratio_p99_mean,Tde_tail_exceed_rate,Tde_winsorized_mean_ms_p95cap,Tis_global_p99_ms_all,Tis_count,Tis_mean_ms,Tis_std_ms,Tis_max_ms,Tis_p95_ms,Tis_p99_ms,Tis_q1_ms,Tis_q3_ms,Tis_iqr_ms,Tis_tail_ratio_p99_mean,Tis_tail_exceed_rate,Tis_winsorized_mean_ms_p95cap,split
124,2025-05-29 00:00:53.347167,2025-05-29 00:05:53.347167,2025-05-29 00:03:23.347167,300,30,0.14247,40,0.074775,0.021936373610501055,0.128,0.11134999999999998,0.12409999999999999,0.0555,0.08925,0.033749999999999995,1.6596456034770979,0.0,0.0741925,2331.46382,40,858.132825,163.27838249551962,1164.128,1052.0821999999996,1164.12098,697.7974999999999,959.0335,261.2360000000001,1.356574350829663,0.0,852.530985,train
125,2025-05-29 00:01:23.347167,2025-05-29 00:06:23.347167,2025-05-29 00:03:53.347167,300,30,0.14247,38,0.07789473684210525,0.0214360008796571,0.128,0.11205,0.12430000000000002,0.059,0.09125,0.03225,1.5957432432432437,0.0,0.07731842105263156,2331.46382,40,848.78495,158.38856451695312,1164.128,1052.0821999999996,1164.12098,697.7974999999999,955.62925,257.83175000000006,1.3715146339482103,0.0,843.1831099999999,train
126,2025-05-29 00:01:53.347167,2025-05-29 00:06:53.347167,2025-05-29 00:04:23.347167,300,30,0.14247,40,0.0777,0.020956854334316103,0.128,0.11134999999999998,0.12409999999999999,0.059,0.08975,0.03075,1.597168597168597,0.0,0.0771175,2331.46382,40,855.082425,159.73470860066018,1164.128,1052.0821999999996,1164.12098,697.7974999999999,955.62925,257.83175000000006,1.3614137607845231,0.0,849.480585,train
127,2025-05-29 00:02:23.347167,2025-05-29 00:07:23.347167,2025-05-29 00:04:53.347167,300,30,0.14247,36,0.07744444444444445,0.023087961543929513,0.141,0.11525,0.13644999999999996,0.059,0.08975,0.03075,1.7619081779053076,0.0,0.07637500000000001,2331.46382,40,866.5333,145.14969150292697,1164.128,1052.0821999999996,1164.12098,761.71175,953.6189999999999,191.90724999999986,1.343423247554364,0.0,860.9314600000001,train
128,2025-05-29 00:02:53.347167,2025-05-29 00:07:53.347167,2025-05-29 00:05:23.347167,300,30,0.14247,40,0.0786,0.022371914627553988,0.141,0.11184999999999995,0.13593,0.059,0.09225,0.03325,1.7293893129770992,0.0,0.0774675,2331.46382,40,874.044425,144.07180458687017,1164.128,1052.0821999999996,1164.12098,765.15925,955.62925,190.4699999999999,1.331878502628742,0.0,868.442585,train
129,2025-05-29 00:03:23.347167,2025-05-29 00:08:23.347167,2025-05-29 00:05:53.347167,300,30,0.14247,38,0.07568421052631578,0.023549952961630757,0.141,0.11354999999999998,0.13619000000000003,0.05525,0.089,0.033749999999999995,1.7994506258692635,0.0,0.07458157894736842,2331.46382,40,868.7322,145.88025139084593,1164.128,1052.0821999999996,1164.12098,765.15925,957.88825,192.72899999999993,1.34002282866918,0.0,863.1303599999999,train
130,2025-05-29 00:03:53.347167,2025-05-29 00:08:53.347167,2025-05-29 00:06:23.347167,300,30,0.14247,40,0.0768,0.02357008099156042,0.141,0.11184999999999995,0.13593,0.057749999999999996,0.08975,0.032,1.769921875,0.0,0.07566749999999998,2331.46382,40,875.0899999999999,148.4096213990012,1164.128,1054.8010999999997,1164.12098,777.68275,959.6255,181.94274999999993,1.3302871476076747,0.0,869.6241050000001,train
131,2025-05-29 00:04:23.347167,2025-05-29 00:09:23.347167,2025-05-29 00:06:53.347167,300,30,0.14247,38,0.07394736842105264,0.02155188255202485,0.141,0.10629999999999999,0.12879000000000007,0.059,0.0865,0.027499999999999997,1.74164412811388,0.0,0.07298947368421053,2331.46382,40,892.8300999999999,132.29192386455273,1164.128,1054.8010999999997,1164.12098,822.00775,962.2864999999999,140.27874999999995,1.3038549887598996,0.0,887.3642050000001,train
132,2025-05-29 00:04:53.347167,2025-05-29 00:09:53.347167,2025-05-29 00:07:23.347167,300,30,0.14247,40,0.07457499999999999,0.02121064984074431,0.141,0.10609999999999999,0.12812999999999997,0.059,0.08725,0.028249999999999997,1.7181361045926917,0.0,0.073655,2331.46382,40,891.296775,133.7876243875186,1164.128,1054.8010999999997,1164.12098,822.00775,962.2864999999999,140.27874999999995,1.306098050225751,0.0,885.8308799999999,train
133,2025-05-29 00:05:23.347167,2025-05-29 00:10:23.347167,2025-05-29 00:07:53.347167,300,30,0.14247,36,0.07808333333333334,0.02127960123149465,0.141,0.1065,0.12944999999999995,0.06425,0.092,0.027749999999999997,1.657844183564567,0.0,0.07708333333333334,2331.46382,40,902.4983249999999,123.07046678878574,1164.128,1054.8010999999997,1164.12098,832.60375,962.2864999999999,129.68274999999994,1.289887136355627,0.0,897.03243,train
134,2025-05-29 00:05:53.347167,2025-05-29 00:10:53.347167,2025-05-29 00:08:23.347167,300,30,0.14247,40,0.079475,0.02105059533843554,0.141,0.10819999999999999,0.12968999999999997,0.06675,0.09225,0.025499999999999995,1.6318339100346015,0.0,0.07856,2331.46382,40,898.0019999999998,97.4761425451745,1049.048,1045.02955,1049.04098,832.60375,954.00125,121.39750000000004,1.1681944806359008,0.0,897.8015275,train
135,2025-05-29 00:06:23.347167,2025-05-29 00:11:23.347167,2025-05-29 00:08:53.347167,300,30,0.14247,38,0.08178947368421052,0.023621060111616205,0.141,0.12184999999999997,0.13989000000000001,0.06625,0.093,0.026749999999999996,1.7103667953667956,0.0,0.08086052631578947,2331.46382,40,899.6487749999999,96.21094595770421,1049.048,1045.02955,1049.04098,864.4315,954.00125,89.56975,1.166056142298421,0.0,899.4483025,train
136,2025-05-29 00:06:53.347167,2025-05-29 00:11:53.347167,2025-05-29 00:09:23.347167,300,30,0.14247,44,0.08047727272727274,0.022991898104234847,0.141,0.11795,0.13971,0.06525,0.093,0.027749999999999997,1.7360180739903979,0.0,0.07947386363636365,2331.46382,40,889.0033999999999,99.38313515156304,1049.048,1045.02955,1049.04098,822.00775,954.00125,131.99350000000004,1.1800190865411764,0.0,888.8029274999999,train
137,2025-05-29 00:07:23.347167,2025-05-29 00:12:23.347167,2025-05-29 00:09:53.347167,300,30,0.14247,42,0.0800952380952381,0.02068675730970682,0.138,0.11179999999999998,0.13020999999999994,0.068,0.092,0.023999999999999994,1.625689655172413,0.0,0.0792952380952381,2331.46382,40,888.076575,100.12258820012428,1049.048,1045.02955,1049.04098,822.00775,954.00125,131.99350000000004,1.1812505920449483,0.0,887.8761025,train
138,2025-05-29 00:07:53.347167,2025-05-29 00:12:53.347167,2025-05-29 00:10:23.347167,300,30,0.14247,44,0.07859090909090909,0.020826322992474985,0.138,0.11140000000000001,0.12983,0.06525,0.08975,0.024499999999999994,1.651972238288028,0.0,0.0778,2331.46382,40,969.8988750000001,335.40755021677717,2357.84,1114.4856999999963,2357.8251800000003,838.11025,962.17675,124.06650000000002,2.4310010463719736,0.05,907.7321099999997,train
139,2025-05-29 00:08:23.347167,2025-05-29 00:13:23.347167,2025-05-29 00:10:53.347167,300,30,0.14247,38,0.08134210526315788,0.02012296834235792,0.138,0.11305,0.13097000000000006,0.0685,0.092,0.023499999999999993,1.6101132319637668,0.0,0.08052894736842105,2331.46382,40,975.0764750000001,332.9938908527154,2357.84,1114.4856999999963,2357.8251800000003,857.1315,958.27125,101.13975000000005,2.418092570636575,0.05,912.9097099999999,train
140,2025-05-29 00:08:53.347167,2025-05-29 00:13:53.347167,2025-05-29 00:11:23.347167,300,30,0.14247,44,0.08004545454545454,0.019810678991750003,0.138,0.1111,0.12983,0.0675,0.092,0.024499999999999994,1.621953435547984,0.0,0.07923409090909089,2331.46382,40,988.88465,334.0719511367812,2357.84,1243.9497999999967,2357.8251800000003,872.9185,965.1179999999999,92.19949999999994,2.3843278182141874,0.05,933.1910899999999,train
141,2025-05-29 00:09:23.347167,2025-05-29 00:14:23.347167,2025-05-29 00:11:53.347167,300,30,0.14247,38,0.0813157894736842,0.0198345933990549,0.138,0.11305,0.13097000000000006,0.07225,0.092,0.019750000000000004,1.6106343042071207,0.0,0.08050263157894737,2331.46382,40,990.9547750000002,333.81135440756,2357.84,1243.9497999999967,2357.8251800000003,872.9185,970.9647500000001,98.0462500000001,2.3793469081371548,0.05,935.2612149999999,train
142,2025-05-29 00:09:53.347167,2025-05-29 00:14:53.347167,2025-05-29 00:12:23.347167,300,30,0.14247,44,0.07872727272727273,0.02093440879171833,0.138,0.11035000000000002,0.12983,0.06275,0.08975,0.026999999999999996,1.6491108545034643,0.0,0.07786477272727273,2331.46382,40,999.761475,327.65391152579457,2357.84,1243.9497999999967,2357.8251800000003,883.3249999999999,970.9647500000001,87.63975000000016,2.3583877144295844,0.05,944.0679149999999,train
143,2025-05-29 00:10:23.347167,2025-05-29 00:15:23.347167,2025-05-29 00:12:53.347167,300,30,0.14247,40,0.07777500000000001,0.02164336518220437,0.138,0.11234999999999998,0.13058999999999998,0.06125,0.08825,0.026999999999999996,1.67907425265188,0.0,0.0769675,2331.46382,40,993.02515,332.37022891437243,2357.84,1243.9497999999967,2357.8251800000003,872.9185,970.9647500000001,98.0462500000001,2.374386167359407,0.05,937.3315899999998,train
144,2025-05-29 00:10:53.347167,2025-05-29 00:15:53.347167,2025-05-29 00:13:23.347167,300,30,0.14247,44,0.07488636363636364,0.022376499205682347,0.138,0.11035000000000002,0.12983,0.0545,0.08725,0.032749999999999994,1.7336934749620636,0.0,0.07402386363636362,2331.46382,40,998.8158999999999,331.8161954165403,2357.84,1243.9497999999967,2357.8251800000003,872.9185,974.2674999999999,101.34899999999993,2.3606203906045153,0.05,943.1223399999999,train
145,2025-05-29 00:11:23.347167,2025-05-29 00:16:23.347167,2025-05-29 00:13:53.347167,300,30,0.14247,40,0.07304999999999999,0.019510615125210753,0.112,0.10005,0.10771,0.05425,0.08625,0.031999999999999994,1.4744695414099933,0.0,0.0727275,2331.46382,40,989.25335,336.24356401958437,2357.84,1243.9497999999967,2357.8251800000003,857.1315,974.2674999999999,117.13599999999997,2.3834391665188703,0.05,933.5597899999997,train
146,2025-05-29 00:11:53.347167,2025-05-29 00:16:53.347167,2025-05-29 00:14:23.347167,300,30,0.14247,40,0.07604999999999999,0.020081819817424098,0.112,0.10139999999999999,0.11083,0.058249999999999996,0.08825,0.03,1.4573307034845497,0.0,0.075595,2331.46382,40,1073.5147499999998,430.7493199151588,2357.84,2263.1335499999996,2357.8251800000003,884.8085,1053.59625,168.78775000000007,2.196360301523571,0.05,1068.7803775,train
147,2025-05-29 00:12:23.347167,2025-05-29 00:17:23.347167,2025-05-29 00:14:53.347167,300,30,0.14247,38,0.07571052631578946,0.020504327683919778,0.112,0.1022,0.11089,0.05675,0.0875,0.030749999999999993,1.4646576294751479,0.0,0.07527368421052631,2331.46382,40,1090.975975,426.99697560632455,2357.84,2263.1335499999996,2357.8251800000003,890.74825,1067.5967500000002,176.84850000000017,2.1612072438167123,0.05,1086.2416024999998,train
148,2025-05-29 00:12:53.347167,2025-05-29 00:17:53.347167,2025-05-29 00:15:23.347167,300,30,0.14247,40,0.07617499999999999,0.01918852154217096,0.112,0.10139999999999999,0.11083,0.06425,0.0865,0.022249999999999992,1.4549392845421727,0.0,0.07572000000000001,2331.46382,40,1029.002025,310.25377003263134,2258.151,1238.9658499999969,2258.14008,890.74825,1067.5967500000002,176.84850000000017,2.1944952732235876,0.0,978.0434674999999,train
149,2025-05-29 00:13:23.347167,2025-05-29 00:18:23.347167,2025-05-29 00:15:53.347167,300,30,0.14247,40,0.07617499999999999,0.01918852154217096,0.112,0.10139999999999999,0.11083,0.06425,0.0865,0.022249999999999992,1.4549392845421727,0.0,0.07572000000000001,2331.46382,40,1025.5768,311.2958857658228,2258.151,1238.9658499999969,2258.14008,890.74825,1067.5967500000002,176.84850000000017,2.2018244562474503,0.0,974.6182425,train
150,2025-05-29 00:13:53.347167,2025-05-29 00:18:53.347167,2025-05-29 00:16:23.347167,300,30,0.14247,40,0.0751,0.02047237037369998,0.112,0.10615,0.11083,0.056,0.08775,0.031749999999999994,1.4757656458055926,0.0,0.07488249999999999,2331.46382,40,1021.4256250000001,308.94252988821006,2258.151,1211.241999999997,2258.14008,890.74825,1053.59625,162.84800000000007,2.2107728891175995,0.0,969.080875,train
151,2025-05-29 00:14:23.347167,2025-05-29 00:19:23.347167,2025-05-29 00:16:53.347167,300,30,0.14247,44,0.0760909090909091,0.020057844468828884,0.112,0.10540000000000001,0.11071,0.0605,0.0905,0.03,1.4549701314217443,0.0,0.07584545454545455,2331.46382,40,1038.5219000000002,310.33514534061317,2258.151,1236.736199999997,2258.14008,890.74825,1071.61775,180.8694999999999,2.1743788744368318,0.0,987.4518599999999,train
152,2025-05-29 00:14:53.347167,2025-05-29 00:19:53.347167,2025-05-29 00:17:23.347167,300,30,0.14247,40,0.082275,0.023457531183625636,0.147,0.11715,0.13646999999999998,0.0695,0.09925,0.02975,1.6587055606198722,0.025,0.0814575,2331.46382,40,1071.520375,310.2525882996798,2258.151,1282.815949999997,2258.14008,927.94175,1134.41525,206.47350000000006,2.10741683750064,0.0,1022.7543224999997,train
153,2025-05-29 00:15:23.347167,2025-05-29 00:20:23.347167,2025-05-29 00:17:53.347167,300,30,0.14247,40,0.082275,0.023457531183625636,0.147,0.11715,0.13646999999999998,0.0695,0.09925,0.02975,1.6587055606198722,0.025,0.0814575,2331.46382,40,1119.610725,318.4775238077521,2258.151,1601.713849999998,2258.14008,948.75725,1186.26775,237.51049999999998,2.016897506943764,0.0,1086.7895675,train
154,2025-05-29 00:15:53.347167,2025-05-29 00:20:53.347167,2025-05-29 00:18:23.347167,300,30,0.14247,40,0.08207500000000001,0.021916376618925038,0.147,0.11715,0.13646999999999998,0.07075,0.09375,0.023000000000000007,1.662747487054523,0.025,0.08125750000000001,2331.46382,40,1118.5315999999998,316.71394016697826,2258.151,1601.713849999998,2258.14008,931.098,1186.26775,255.16975000000002,2.018843347832105,0.0,1085.7104424999998,train
155,2025-05-29 00:16:23.347167,2025-05-29 00:21:23.347167,2025-05-29 00:18:53.347167,300,30,0.14247,44,0.08290909090909092,0.02114712381544975,0.147,0.11580000000000001,0.13539,0.07175,0.09675,0.02500000000000001,1.6329934210526316,0.022727272727272728,0.08207727272727273,2331.46382,40,1144.1272999999999,302.830876486276,2258.151,1601.713849999998,2258.14008,949.0645,1197.89275,248.82825000000003,1.9736790477772888,0.0,1111.3061424999999,train
156,2025-05-29 00:16:53.347167,2025-05-29 00:21:53.347167,2025-05-29 00:19:23.347167,300,30,0.14247,36,0.0818611111111111,0.022525100637514558,0.147,0.11775000000000001,0.13754999999999995,0.07024999999999999,0.093,0.022750000000000006,1.6802850356294532,0.027777777777777776,0.08098611111111112,2331.46382,40,1093.998775,165.2502181696046,1567.166,1317.4832999999994,1567.1593699999999,949.0645,1197.89275,248.82825000000003,1.4325055985551718,0.0,1081.515065,train
157,2025-05-29 00:17:23.347167,2025-05-29 00:22:23.347167,2025-05-29 00:19:53.347167,300,30,0.14247,40,0.08405,0.022811321975203677,0.147,0.11904999999999999,0.13646999999999998,0.07175,0.097,0.02525000000000001,1.6236763831052943,0.025,0.0833275,2331.46382,40,1105.674175,163.30842439979313,1567.166,1317.4832999999994,1567.1593699999999,961.81375,1203.058,241.24424999999997,1.4173790122212087,0.0,1093.1904650000001,train
158,2025-05-29 00:17:53.347167,2025-05-29 00:22:53.347167,2025-05-29 00:20:23.347167,300,30,0.14247,38,0.09155263157894734,0.036652272057018216,0.211,0.15419999999999992,0.20508000000000004,0.07125,0.10575,0.0345,2.2400229951135393,0.07894736842105263,0.08898421052631578,2331.46382,40,1108.5443,164.7726875900593,1567.166,1317.4832999999994,1567.1593699999999,955.4657500000001,1203.058,247.59224999999992,1.4137092852310909,0.0,1096.06059,train
159,2025-05-29 00:18:23.347167,2025-05-29 00:23:23.347167,2025-05-29 00:20:53.347167,300,30,0.14247,40,0.0913,0.035739226456266614,0.211,0.14939999999999987,0.20476,0.07175,0.10525,0.0335,2.2427163198247535,0.075,0.08862,2331.46382,40,1125.93765,152.95189510255864,1567.166,1317.4832999999994,1567.1593699999999,1024.31975,1203.058,178.73824999999988,1.3918704734671585,0.0,1113.45394,train
160,2025-05-29 00:18:53.347167,2025-05-29 00:23:53.347167,2025-05-29 00:21:23.347167,300,30,0.14247,40,0.09115,0.035380387149829134,0.211,0.14939999999999987,0.20476,0.073,0.10200000000000001,0.029000000000000012,2.2464070213933076,0.075,0.08846999999999998,2331.46382,40,1124.384425,154.1306051820634,1567.166,1317.4832999999994,1567.1593699999999,1013.0197499999999,1203.058,190.03825000000006,1.3937932037790366,0.0,1111.9007150000002,train
161,2025-05-29 00:19:23.347167,2025-05-29 00:24:23.347167,2025-05-29 00:21:53.347167,300,30,0.14247,40,0.090525,0.0354906903647154,0.211,0.14939999999999987,0.20476,0.073,0.10125,0.02825000000000001,2.2619165976249658,0.075,0.08784499999999999,2331.46382,40,1110.6661250000002,159.05729517010568,1567.166,1317.4832999999994,1567.1593699999999,987.166,1203.058,215.89199999999994,1.4110085242763657,0.0,1098.182415,train
162,2025-05-29 00:19:53.347167,2025-05-29 00:24:53.347167,2025-05-29 00:22:23.347167,300,30,0.14247,36,0.08697222222222221,0.035323392581858036,0.211,0.14024999999999999,0.20539999999999997,0.07275,0.095,0.022250000000000006,2.36167358671351,0.05555555555555555,0.0834861111111111,2331.46382,40,1075.1645,170.63891216805573,1567.166,1317.4832999999994,1567.1593699999999,940.1635,1193.818,253.65449999999998,1.4575996231274375,0.0,1062.68079,train
163,2025-05-29 00:20:23.347167,2025-05-29 00:25:23.347167,2025-05-29 00:22:53.347167,300,30,0.14247,44,0.08554545454545454,0.03232714644788497,0.211,0.12155,0.20412,0.07275,0.09425,0.021500000000000005,2.3860998937300746,0.045454545454545456,0.08183295454545454,2331.46382,40,1030.056575,126.54017546155208,1304.343,1208.1791499999997,1304.31258,932.29925,1138.1345000000001,205.8352500000001,1.2662533414730157,0.0,1025.2503325,train
164,2025-05-29 00:20:53.347167,2025-05-29 00:25:53.347167,2025-05-29 00:23:23.347167,300,30,0.14247,40,0.08860000000000001,0.03234335028552713,0.211,0.1256499999999998,0.20476,0.07675,0.095,0.018250000000000002,2.3110609480812636,0.05,0.08473249999999999,2331.46382,40,1032.21265,128.56748479291693,1304.343,1208.1791499999997,1304.31258,936.13275,1138.1345000000001,202.00175000000013,1.2636084047216434,0.0,1027.4064075000001,train
165,2025-05-29 00:21:23.347167,2025-05-29 00:26:23.347167,2025-05-29 00:23:53.347167,300,30,0.14247,40,0.08990000000000001,0.03398400830556662,0.211,0.1569999999999999,0.20476,0.07675,0.09425,0.0175,2.2776418242491654,0.075,0.0876,2331.46382,40,1021.1572750000001,125.26613507330897,1304.343,1208.1107499999996,1304.31258,932.29925,1072.519,140.21974999999998,1.277288633134401,0.0,1016.3476125000001,train
166,2025-05-29 00:21:53.347167,2025-05-29 00:26:53.347167,2025-05-29 00:24:23.347167,300,30,0.14247,40,0.08990000000000001,0.03398400830556662,0.211,0.1569999999999999,0.20476,0.07675,0.09425,0.0175,2.2776418242491654,0.075,0.0876,2331.46382,40,1008.0446000000002,110.99617596041719,1203.05,1193.5455,1203.04454,932.29925,1069.24975,136.95049999999992,1.1934437623097232,0.0,1007.5697250000001,train
167,2025-05-29 00:22:23.347167,2025-05-29 00:27:23.347167,2025-05-29 00:24:53.347167,300,30,0.14247,44,0.08750000000000001,0.032337249023666255,0.211,0.15005000000000004,0.20412,0.073,0.0925,0.019500000000000003,2.3327999999999998,0.06818181818181818,0.08498068181818183,2331.46382,40,1001.19925,113.58077363613108,1260.449,1196.4153999999999,1260.44315,932.29925,1050.635,118.33574999999996,1.2589333741510493,0.0,997.9979450000001,train
168,2025-05-29 00:22:53.347167,2025-05-29 00:27:53.347167,2025-05-29 00:25:23.347167,300,30,0.14247,38,0.08192105263157896,0.018661105061203186,0.155,0.101,0.13502000000000014,0.074,0.091,0.017,1.6481721811757162,0.02631578947368421,0.08050000000000003,2331.46382,40,989.8779750000001,104.69009251913967,1260.449,1143.7464499999996,1260.44315,932.29925,1047.08375,114.78449999999998,1.2733318467864687,0.0,984.0432225000001,train
169,2025-05-29 00:23:23.347167,2025-05-29 00:28:23.347167,2025-05-29 00:25:53.347167,300,30,0.14247,44,0.0826818181818182,0.018771295165723952,0.155,0.101,0.13909000000000002,0.073,0.09175,0.018750000000000003,1.682231995601979,0.022727272727272728,0.08106818181818183,2331.46382,40,971.190825,125.80870054823416,1260.449,1151.6238499999997,1260.44315,918.84325,1043.36275,124.5195,1.2978326375766576,0.0,965.7499425,train
170,2025-05-29 00:23:53.347167,2025-05-29 00:28:53.347167,2025-05-29 00:26:23.347167,300,30,0.14247,36,0.08500000000000002,0.017455248903573795,0.155,0.10525000000000001,0.14204999999999995,0.076,0.094,0.018000000000000002,1.6711764705882344,0.027777777777777776,0.0832638888888889,2331.46382,40,976.9232749999999,144.41672294297882,1280.649,1261.4581,1280.6419799999999,889.59,1044.5127499999999,154.92274999999984,1.3108930995630133,0.0,975.9641800000002,train
171,2025-05-29 00:24:23.347167,2025-05-29 00:29:23.347167,2025-05-29 00:26:53.347167,300,30,0.14247,40,0.0799,0.02122625370040239,0.155,0.10184999999999995,0.14056999999999997,0.06825,0.091,0.022749999999999992,1.7593241551939922,0.025,0.0781675,2331.46382,40,991.0526750000001,154.06406675868644,1280.649,1261.4581,1280.6419799999999,889.59,1068.1225,178.5324999999999,1.292203746889639,0.0,990.09358,train
172,2025-05-29 00:24:53.347167,2025-05-29 00:29:53.347167,2025-05-29 00:27:23.347167,300,30,0.14247,40,0.0799,0.02122625370040239,0.155,0.10184999999999995,0.14056999999999997,0.06825,0.091,0.022749999999999992,1.7593241551939922,0.025,0.0781675,2331.46382,40,1017.1492249999999,157.02760771417,1280.649,1261.4581,1280.6419799999999,932.29925,1129.855,197.55575,1.2590502440780014,0.0,1016.19013,train
173,2025-05-29 00:25:23.347167,2025-05-29 00:30:23.347167,2025-05-29 00:27:53.347167,300,30,0.14247,40,0.0782,0.024412270979140272,0.155,0.11814999999999999,0.14173999999999998,0.063,0.09175,0.028749999999999998,1.8125319693094626,0.025,0.07720750000000001,2331.46382,40,1050.5935000000002,172.61356440905794,1350.748,1284.1525999999997,1350.73747,943.1479999999999,1190.759,247.6110000000001,1.2856899171753868,0.0,1047.264405,train
174,2025-05-29 00:25:53.347167,2025-05-29 00:30:53.347167,2025-05-29 00:28:23.347167,300,30,0.14247,36,0.0778888888888889,0.02562451702990464,0.155,0.11875,0.14309999999999995,0.058249999999999996,0.094,0.035750000000000004,1.8372325249643358,0.027777777777777776,0.07681944444444445,2331.46382,40,1067.4436,182.29362696861995,1350.748,1342.05225,1350.73747,943.1479999999999,1230.59125,287.44325000000003,1.2653946962631093,0.0,1067.0094875,train
175,2025-05-29 00:26:23.347167,2025-05-29 00:31:23.347167,2025-05-29 00:28:53.347167,300,30,0.14247,40,0.076375,0.02158784974031125,0.121,0.10184999999999995,0.11982999999999999,0.0615,0.0925,0.031,1.5689689034369885,0.0,0.07549249999999999,2331.46382,40,1114.91095,212.77775533616023,1589.33,1362.6761999999994,1589.32298,949.7402500000001,1265.0477500000002,315.3075000000001,1.4255156252613717,0.0,1103.5787100000002,train
176,2025-05-29 00:26:53.347167,2025-05-29 00:31:53.347167,2025-05-29 00:29:23.347167,300,30,0.14247,42,0.07647619047619048,0.021094720291057568,0.121,0.101,0.11976999999999999,0.0625,0.09175,0.029249999999999998,1.5661083437110832,0.0,0.07559523809523809,2331.46382,40,1156.7441999999999,230.8063987174821,1589.33,1457.3807499999996,1589.32298,970.62825,1295.8809999999999,325.2527499999999,1.3739623505352352,0.0,1150.1471875,train
177,2025-05-29 00:27:23.347167,2025-05-29 00:32:23.347167,2025-05-29 00:29:53.347167,300,30,0.14247,40,0.076875,0.021757624658248674,0.121,0.11515,0.11982999999999999,0.0615,0.09225,0.03075,1.5587642276422764,0.0,0.0766575,2331.46382,40,1201.5978,262.66156138457836,1764.261,1598.0755499999993,1764.2531999999999,996.4735000000001,1343.87725,347.40374999999995,1.4682560171132137,0.0,1193.2890275,train
178,2025-05-29 00:27:53.347167,2025-05-29 00:32:53.347167,2025-05-29 00:30:23.347167,300,30,0.14247,40,0.076875,0.021757624658248674,0.121,0.11515,0.11982999999999999,0.0615,0.09225,0.03075,1.5587642276422764,0.0,0.0766575,2331.46382,40,1210.428625,257.3970257708435,1764.261,1598.0755499999993,1764.2531999999999,1037.7067499999998,1343.87725,306.1705000000002,1.4575441819215071,0.0,1202.1198525,train
179,2025-05-29 00:28:23.347167,2025-05-29 00:33:23.347167,2025-05-29 00:30:53.347167,300,30,0.14247,40,0.07515000000000001,0.021792200439606824,0.121,0.10454999999999996,0.11866,0.052,0.0905,0.0385,1.5789753825681967,0.0,0.0744775,2331.46382,40,1262.521325,233.81837038765326,1764.261,1598.0755499999993,1764.2531999999999,1120.37425,1374.83575,254.4614999999999,1.3974046735408607,0.0,1254.2125525,train
180,2025-05-29 00:28:53.347167,2025-05-29 00:33:53.347167,2025-05-29 00:31:23.347167,300,30,0.14247,40,0.07515000000000001,0.021792200439606824,0.121,0.10454999999999996,0.11866,0.052,0.0905,0.0385,1.5789753825681967,0.0,0.0744775,2331.46382,40,1259.7104249999998,229.1656587783771,1764.261,1598.0755499999993,1764.2531999999999,1120.37425,1374.83575,254.4614999999999,1.4005228225367747,0.0,1251.4016525,train
181,2025-05-29 00:29:23.347167,2025-05-29 00:34:23.347167,2025-05-29 00:31:53.347167,300,30,0.14247,36,0.07936111111111113,0.021543514473572223,0.121,0.11625,0.12065,0.068,0.093,0.024999999999999994,1.5202660133006645,0.0,0.079125,2331.46382,40,1245.488125,242.90514786273002,1764.261,1598.0755499999993,1764.2531999999999,1097.3355000000001,1374.83575,277.5002499999998,1.4165154725983435,0.0,1237.1793524999998,train
182,2025-05-29 00:29:53.347167,2025-05-29 00:34:53.347167,2025-05-29 00:32:23.347167,300,30,0.14247,40,0.08132500000000001,0.021788479077549685,0.123,0.12004999999999999,0.12222,0.0715,0.09425,0.022750000000000006,1.5028588994774053,0.0,0.08122750000000001,2331.46382,40,1237.33615,246.1799025825761,1764.261,1598.0755499999993,1764.2531999999999,1078.41075,1374.83575,296.42499999999995,1.4258479395433485,0.0,1229.0273775,train
183,2025-05-29 00:30:23.347167,2025-05-29 00:35:23.347167,2025-05-29 00:32:53.347167,300,30,0.14247,38,0.08513157894736843,0.018836667882059295,0.123,0.12,0.12189,0.0735,0.096,0.022500000000000006,1.4317836166924263,0.0,0.08505263157894738,2331.46382,40,1172.299425,308.60446930076125,1764.261,1598.0755499999993,1764.2531999999999,959.5035,1367.97175,408.4682499999999,1.5049510068641379,0.0,1163.9906525000001,train
184,2025-05-29 00:30:53.347167,2025-05-29 00:35:53.347167,2025-05-29 00:33:23.347167,300,30,0.14247,44,0.08538636363636364,0.017932970686200745,0.123,0.11925000000000001,0.12171,0.0745,0.097,0.022500000000000006,1.4254032472717595,0.0,0.08526704545454546,2331.46382,40,1142.465525,331.36874081618186,1764.261,1598.0755499999993,1764.2531999999999,959.5035,1365.811,406.3074999999999,1.544250711635259,0.0,1134.1567525,train
